,"arts, culture and entertainment","crime, law and justice",disaster and accident,"economy, business and finance",education,environmental issue,health,human interest,labour,lifestyle and leisure,politics,religion and belief,science and technology,social issue,sport,"unrest, conflicts and war",weather,high_label
11,0.7626713151019147,0.7544684426478548,0.7455475016345194,0.7709650591800847,0.7591560258347438,0.7310356711032432,0.7667743140634509,0.7371326904417023,0.7734520680605225,0.7572760116549905,0.7557524228993678,0.7502892078752913,0.7470108261004293,0.750689781020455,0.781778748170277,0.7469024578510957,0.7628963567171779,sport
12,0.7137294947919545,0.6892550634487352,0.6967640627210933,0.7001650536143664,0.6956220340815664,0.6966764440268142,0.7062789241549869,0.690212501572801,0.7112792926751402,0.7042834739719463,0.7026831695395982,0.6838526204851214,0.6949183994926749,0.6790984947506246,0.7124230649713507,0.7058018671881544,0.7987405193187211,weather
13,0.7222257052262185,0.7535117558562425,0.7471404569448487,0.7205996928114892,0.7432199128116169,0.8024729582020693,0.7332788793419562,0.7511775321421454,0.7308962470450562,0.7195957959646078,0.7504153941644661,0.7269593694499984,0.7399043536164699,0.7657715072635324,0.739697841211058,0.7397879114047905,0.7689665753521202,environmental issue
14,0.7402132720728372,0.7624380797923735,0.7366541362301388,0.7401977301953874,0.7452179953393873,0.7234947703448472,0.745290645350672,0.7461025571369034,0.7593893589207314,0.7312538744785047,0.7556139848100153,0.7239785680304487,0.7306085409953871,0.7382349549169946,0.7512825725688929,0.7378947250384874,0.7498167029151706,"crime, law and justice"
15,0.7329388851995711,0.7331184770891621,0.7908236756545871,0.7214048297032667,0.728197636824368,0.7270281237926401,0.7382180488758957,0.7261921060833655,0.7273770724621625,0.7314567619575031,0.7228115438158239,0.7242055092094563,0.7191697674834936,0.7331263006832922,0.743849822722583,0.7405067481347629,0.7582502009029363,disaster and accident
16,0.7446712006671816,0.7512759972795542,0.7550877194661226,0.7575520526745907,0.7554712243074521,0.7459234034169875,0.7510707761010399,0.756334700827716,0.7570812908599934,0.7552136183973022,0.7649690801813369,0.7355359342732326,0.7358017839269209,0.7543791394085385,0.7655359675866762,0.7631192593947125,0.7505745301755835,sport
17,0.7626713151019147,0.7544684426478548,0.7455475016345194,0.7709650591800847,0.7591560258347438,0.7310356711032432,0.7667743140634509,0.7371326904417023,0.7734520680605225,0.7572760116549905,0.7557524228993678,0.7502892078752913,0.7470108261004293,0.750689781020455,0.781778748170277,0.7469024578510957,0.7628963567171779,sport
18,0.7137765917407226,0.6892623285789787,0.6967909905409918,0.7001778913376009,0.6956264677423302,0.6966697031337236,0.7062972688749544,0.6902406384055094,0.7113095745971059,0.7043710046609726,0.7026930983745622,0.6838730945474257,0.694953197461346,0.67913295749775,0.7124501772474882,0.7058112376739009,0.7987231290699826,weather
19,0.7546783732129871,0.7284489186949555,0.7247336513802831,0.7351325882646019,0.7415879938636337,0.7315494536027111,0.7443775668118544,0.7338449215452055,0.748125280172383,0.7452787501407898,0.7290287461925088,0.7778336227164254,0.7234513171702084,0.7207660083263144,0.7556337529881206,0.7314229188106935,0.743258197482904,religion and belief
20,0.710286878375243,0.6811456354969514,0.7156561510506383,0.7106943421824804,0.7110606561458283,0.7132633476237955,0.7089705378622022,0.7052927236046675,0.7360678245332279,0.7074639768338773,0.6941625141479888,0.6878836645519657,0.7162587754492032,0.6961826569397405,0.7157074695260758,0.7156666619529657,0.731393710836123,labour
21,0.7526756407405877,0.7080149432725138,0.7076352415158178,0.7205631071644928,0.7442755500095182,0.7252670627087829,0.7593413270622403,0.7142476515226993,0.7200392603341135,0.795220819820627,0.7208028166327997,0.7268035532744797,0.7222109932402386,0.7287024699195201,0.7789435901878337,0.7002789337995116,0.7443776053852086,lifestyle and leisure
22,0.7306093160815275,0.7365515134208291,0.725007138088932,0.7582920863137855,0.7557874062253237,0.7281095351219852,0.766723276463851,0.7367179765505926,0.7795034975656822,0.7264184510320395,0.7649880212618576,0.7515729027529658,0.7255326718605491,0.7482893157522468,0.7418617369077644,0.7497419108135568,0.7440931491488291,labour
23,0.7241572887266966,0.7286451040502032,0.7187532859191005,0.7458681104428102,0.7504117964936606,0.7177438346927972,0.7602685432317432,0.7239525073745559,0.764732837663315,0.7171765496931992,0.7550807962644918,0.7385529100918083,0.7180556797562481,0.7372197556600198,0.7354606359584412,0.737256946678848,0.7308302569928008,labour
24,0.7435557625505719,0.7434532902153081,0.7225911618426382,0.7259180072934717,0.7420655706547659,0.7337224825393749,0.739133180680508,0.742837985403661,0.7295968987229683,0.7351340564276412,0.7640045507930758,0.7250317126507335,0.72408033371617,0.7570580234931329,0.7619381565736791,0.7287369649917068,0.7516874189994488,politics
25,0.7530874650361452,0.7434195648812202,0.7246637220473602,0.7571015910866675,0.7395636831481983,0.7185884897515774,0.7312129063165062,0.7099568721504872,0.7559758799902463,0.7381330246342679,0.7550809565456421,0.7150539835300714,0.7172631419961579,0.7190636605459337,0.743625888355366,0.7424649612934199,0.7546447169914818,"economy, business and finance"
26,0.7171161965265528,0.7065463881008569,0.7136925630812305,0.7214806817714489,0.7271536196820916,0.6933983962635845,0.721848214996167,0.7118422070077771,0.7281262823920749,0.7294737846229685,0.7179496812884217,0.704208386644831,0.7066799719584524,0.7040431351860561,0.7570821538255676,0.6930023492478768,0.7376109630178377,sport
27,0.7352025187935431,0.7138985034701194,0.7323593796863083,0.7208185657456823,0.7099113004180699,0.7051226892941005,0.7214980837251638,0.6973077126002188,0.727757147797174,0.7108767207657352,0.7175835926685771,0.6998513576426693,0.7215794604505419,0.6898958834627469,0.7386251996616126,0.7195519562912588,0.8044394545255896,weather
28,0.7451779286167253,0.7475265259021854,0.7263750506051236,0.758422112828441,0.7400782456677817,0.7150979996333625,0.7334872104569776,0.7183549200173301,0.7566307307258392,0.7306325918677582,0.7622728978814264,0.7173464886187042,0.7245965810429689,0.7216045313248838,0.7473708521126369,0.73387285777754,0.749465463090985,politics
29,0.7415963184547645,0.7473987362714964,0.7404773801654823,0.7555598419564605,0.7723356166308312,0.760536231841693,0.7744311491237142,0.771476153859245,0.7475050795519342,0.7455067014144179,0.7478920206740375,0.7401495472575614,0.7424958770323368,0.7868156293133501,0.7473869147819376,0.7188914778608418,0.7223840351661197,social issue
30,0.7172577699409619,0.7109351614365838,0.7209740013409146,0.716086992583021,0.7478109200234687,0.7361321920139193,0.7790529913642226,0.7318231254591565,0.7260674208382508,0.7316035107813749,0.7325998513959379,0.7170130708653927,0.724809755767545,0.7477192713033948,0.7286387769951259,0.7002913226806273,0.7346945197436562,health
31,0.7168990528353523,0.7125428058275464,0.7195678796491187,0.7081252280741341,0.7324302441089688,0.6964208509350401,0.7242825470357781,0.7002579918151001,0.727788473685426,0.7096791300804016,0.7308177230484343,0.7072797648624307,0.7089236678209961,0.7050575121699743,0.7505610978185833,0.6904002038608681,0.7467204592431593,sport
32,0.716492617096141,0.7119100573812196,0.71939567699543,0.7063123683486923,0.7312464266915615,0.694825250278664,0.7247244235735508,0.6984943801156009,0.728838106956811,0.710119786687892,0.7294786843553409,0.706830079000601,0.7066814668005198,0.7039760469868065,0.7501319960826195,0.6876856952656543,0.7440328556503851,sport
33,0.7702417519808995,0.7604834087476665,0.7720332725251146,0.7759201139265909,0.7763944460245851,0.7583737120422082,0.7979178215297134,0.7669976751621688,0.79259384317491,0.7760840032412524,0.7741857020916544,0.758243056715537,0.757865975621516,0.7807317584066176,0.7767522992210105,0.763790139058408,0.7872553997350258,health
34,0.7530874650361452,0.7434195648812202,0.7246637220473602,0.7571015910866675,0.7395636831481983,0.7185884897515774,0.7312129063165062,0.7099568721504872,0.7559758799902463,0.7381330246342679,0.7550809565456421,0.7150539835300714,0.7172631419961579,0.7190636605459337,0.743625888355366,0.7424649612934199,0.7546447169914818,"economy, business and finance"
35,0.7429900620758461,0.7474660648875474,0.726798436033739,0.7587981216122661,0.7399369891287938,0.7155173574129395,0.7332022738896291,0.7186315694985873,0.7574653164301179,0.7298290970493305,0.7624331570690723,0.7167658299260314,0.7247172921482677,0.7212242489306868,0.7474229293507897,0.7342345771337618,0.7503832462293232,politics
36,0.7211019795917828,0.7300700919947444,0.7087995267601995,0.7504329045494615,0.7362060622610193,0.7212043807610516,0.7227123241290181,0.7233341065980383,0.7418758734747585,0.7156242003498122,0.7633963072040626,0.71240055221049,0.7292186812252842,0.7253900576720664,0.730440931939519,0.7258664797983944,0.731207975355899,politics
37,0.7352025187935431,0.7138985034701194,0.7323593796863083,0.7208185657456823,0.7099113004180699,0.7051226892941005,0.7214980837251638,0.6973077126002188,0.727757147797174,0.7108767207657352,0.7175835926685771,0.6998513576426693,0.7215794604505419,0.6898958834627469,0.7386251996616126,0.7195519562912588,0.8044394545255896,weather
38,0.7450348746077541,0.735248760166004,0.7620721671546923,0.7408981720257877,0.7580235040026053,0.7406059629133603,0.7718319239556967,0.7542424733997773,0.7758488810666939,0.7417054916248639,0.7650248286542346,0.7262717496099522,0.7326193146984644,0.7718187479646023,0.7396465598915476,0.7463235358416943,0.755319364420315,labour
39,0.7666088906937667,0.7497421971175281,0.751133524948491,0.7817793496929998,0.7617196456124795,0.7356856307049567,0.753846945757697,0.7366407843553386,0.7567760883562274,0.7673204090144086,0.767428971149332,0.7344724293473763,0.7420227430195693,0.7463759701868763,0.7820702972178765,0.7409881269836448,0.7649713566177774,sport
40,0.7397620316796284,0.751896981035415,0.728550636419989,0.7498794177964978,0.7591881373152385,0.7344634631046427,0.7842322539807437,0.7479466019968116,0.7479053484335462,0.7418393045506698,0.7674356501169666,0.7389698477433286,0.7232404489618618,0.7509008890756381,0.750069944793388,0.7302051904744746,0.723830869047954,health
41,0.7151102449686281,0.6996155895476469,0.6966504594918145,0.7005793312493206,0.7215467973136641,0.7168678134026198,0.7234692702509885,0.7169793397079505,0.7258189007012197,0.7145724826021277,0.7076473528132871,0.7049520929316079,0.7360279133784152,0.7012827174863759,0.7320941572952154,0.683082996282665,0.7329538156446004,science and technology
42,0.7427437056901961,0.7362271042524627,0.7317297717239519,0.7042555091716164,0.7421306963490728,0.7232396221094605,0.7399212794134303,0.7407186658145003,0.748593235878925,0.7259289632873568,0.7305717325673432,0.7641712473165455,0.7061632156725364,0.7320405643005331,0.7422326291013899,0.729358442010599,0.7322089172331274,religion and belief
43,0.7215465066603136,0.7266640148027752,0.7048040185838128,0.7471382350592476,0.7345353456914749,0.705411228738669,0.7264746237709909,0.7167205648493737,0.7285709585866039,0.7215945536835935,0.7572675514512068,0.7198125209855643,0.7217546425399874,0.7143325459686956,0.7267172563379162,0.7338537606793826,0.7185386334812679,politics
44,0.7144780779611095,0.6861366412511731,0.6926531846416427,0.7036549552921982,0.6927121569407301,0.6973570819442099,0.7033801537694581,0.6832404040421506,0.7085467018591572,0.6993762931641783,0.6920248537339329,0.6791562911364274,0.6981309804135812,0.6697483122725941,0.7040025979403498,0.7057749583055113,0.80487667128667,weather
45,0.7315442662317609,0.7466537161887085,0.7209609684711678,0.7636816922975963,0.7454663564643265,0.7242885803819371,0.7359913243762444,0.7318505606707718,0.7433513899243932,0.7284029763533914,0.7372017351477489,0.7147533048283994,0.7261661831369048,0.7333727923979835,0.7272975174958284,0.7359371284220113,0.7233197104170606,"economy, business and finance"
46,0.742260630566433,0.7498655736354607,0.7361940290803375,0.7543309788423588,0.7612861775089202,0.7408808081067142,0.7457942230954954,0.7382690900875425,0.7664008876245667,0.7476678051864868,0.7646454555468016,0.7389762929576162,0.7422094844149033,0.7401945517055144,0.7560620053140161,0.750166784336913,0.7405356963673988,labour
47,0.7310414169409822,0.7265383505439131,0.7267895831151097,0.7436062336375401,0.7356650093876286,0.7223634704252345,0.7333618967041045,0.7300808243468586,0.747846953815413,0.7357479595002073,0.7439635034202884,0.743277295367449,0.731840324739913,0.7294441006884856,0.7369123581586398,0.7252088236315539,0.7271221671764719,labour
48,0.7547935219374312,0.7453023669805945,0.7300480848196108,0.7638114034332171,0.7498089164367626,0.7131121356719106,0.7362935139717368,0.7226922919971102,0.7462235159868021,0.7316035894430057,0.7574130271651355,0.7238356172840299,0.729272192070932,0.7229355826995707,0.7491779855385056,0.743216885173071,0.7495030411520779,"economy, business and finance"
49,0.7451597408981504,0.7305147041070096,0.7364256588832385,0.7640047234342782,0.7375375828372213,0.7240757495656172,0.7374487169220361,0.7237568971718179,0.7308469322539599,0.7336497810568461,0.7309378305007661,0.7205370973937119,0.7187120846972178,0.7262341003920221,0.7417228074891763,0.7217519402582786,0.7335003964966195,"economy, business and finance"
50,0.6995358240582987,0.7008286847743287,0.6888798450429567,0.7208567906460688,0.6965346507907215,0.679768980557833,0.7062449377981789,0.6813291769115183,0.7185103815971715,0.6995511654052672,0.7025183778174912,0.6960277569334655,0.6996900148223212,0.6978469020482908,0.7113392223743243,0.690538703416078,0.7186135552175508,"economy, business and finance"
51,0.733243699555355,0.7407686728741194,0.7351046065649157,0.7349934906130527,0.7504651999557584,0.7288645226300032,0.7367427647758121,0.7199583204773858,0.7391301669726152,0.7257791493882854,0.7825697125101608,0.7226557836097086,0.7082686022969732,0.7518834953527538,0.7439776057697156,0.7427721533301386,0.7280158506053983,politics
52,0.7311387418769366,0.7287080870278629,0.7354559420480882,0.7452095451568395,0.7551994878258896,0.7342145684855281,0.7403467839184135,0.7096359482421353,0.7526772255634585,0.7256200694306562,0.7453479951199041,0.7226661355502988,0.7481213550138694,0.7294756509898064,0.7450096279162118,0.7224166728948701,0.7459301502606202,education
53,0.7476115804741122,0.7464035356410421,0.7235189119022846,0.7451577528599641,0.7574551655334169,0.7175045592067057,0.7455791922104631,0.7364446194050788,0.737328774434633,0.7316927800862377,0.7559540018948256,0.7337834930736752,0.7270433374382083,0.7236102109199807,0.744507965757747,0.7536968876820811,0.7423153526578276,education
54,0.7198478818414411,0.7003448018917713,0.710688418141616,0.7380165748469686,0.7260878069798287,0.7105471833204247,0.7252398990449952,0.6843617120471127,0.7297728718103784,0.7232794171152511,0.7196072764665741,0.6955329392662021,0.7116213594411737,0.718853017435906,0.7256175372902617,0.7258131832796971,0.7332507087913369,"economy, business and finance"
55,0.7615004312347187,0.7506120169791596,0.7175963899747775,0.7448462105816258,0.7493365224785774,0.739120900915025,0.7394760613480995,0.7392555383095152,0.7369304696748171,0.7386145743181349,0.7555730153195938,0.7366126960802317,0.7225701483507226,0.7554291626328268,0.7439639540797832,0.7402836089777936,0.7300890044103547,"arts, culture and entertainment"
56,0.7548914830087786,0.7444130332241958,0.7304527046134708,0.7656382277316806,0.7491543061090681,0.7141059919619566,0.7386149308757716,0.7228276423813317,0.7472974135041934,0.7331993683339488,0.7567941353383391,0.7231267186118538,0.7296183696420043,0.7236408630380152,0.7481177196617861,0.7424377170149147,0.7483922651617291,"economy, business and finance"
57,0.7469357269512358,0.7638631090911099,0.7236063725360548,0.7740349548783454,0.8091396311768417,0.7450954081530349,0.7667592817252229,0.7447512612856093,0.7682416336822704,0.7547896172143601,0.7563493366969082,0.7416097500395111,0.7688938391039947,0.7624322390020217,0.7508131080039719,0.7423470995703717,0.7423967337772612,education
58,0.7448450368749218,0.7329869908963139,0.7357912185794194,0.7650965510586969,0.7441526133310558,0.7276726043831876,0.7370937118151736,0.7293636389341529,0.7349949903351838,0.7370105523684324,0.7370816197637591,0.7233564063525122,0.7262865166919039,0.7307892955440304,0.7422944610900951,0.7191742105129814,0.7344256435282611,"economy, business and finance"
59,0.7435728065067864,0.7454231906500807,0.7372410675306154,0.7629965840772398,0.7590559243194454,0.7764681596408946,0.7477000869855216,0.7456505398961972,0.7741778518034063,0.7445177701657774,0.7757637305061503,0.7361989599646415,0.7400003913085752,0.7649938753989192,0.7636534688488168,0.7581865466574195,0.761137324390152,environmental issue
60,0.7409490410029942,0.7121264796771034,0.7275823845804954,0.7503781110151603,0.742249886152513,0.7202832858083125,0.7492709521863775,0.7297102114423051,0.7681362796697544,0.7478422271283678,0.7302375189515984,0.727741300093842,0.7166086102909933,0.7265814477909265,0.753048766432329,0.7213981342956359,0.7395836434217542,labour
61,0.7460311494243959,0.7565734422589299,0.7358018208575302,0.7631180824536301,0.767135894740187,0.7342374217295644,0.7552229684249679,0.7410048201637349,0.7680549270346493,0.7501185661868155,0.7768605694542301,0.7452751499083203,0.7386792782219511,0.7490986656554711,0.760305033651677,0.7531111215191311,0.7406570920603642,politics
62,0.7253273572015926,0.7321424758804764,0.739274700073755,0.7427201359318497,0.7506592125718029,0.736662358455593,0.74525753471758,0.7132853753204478,0.7491433199920982,0.7168608867492009,0.7382367650346113,0.7198561223963416,0.7424046469876158,0.731070690100822,0.7386631873006094,0.7221039491988817,0.7370635542708714,education
63,0.7532849700479918,0.7479766786829075,0.731358408031381,0.7652286927471982,0.7500703005508345,0.7135361852461096,0.7392990611695653,0.7225696593079141,0.747659260775682,0.7314374703438842,0.7600536463793054,0.7241556088078532,0.72856258360803,0.7232353551126729,0.7477962677787364,0.7446610231241769,0.7485090995830884,"economy, business and finance"
64,0.7485368383139261,0.7420985025013986,0.7390940416739329,0.7449032009256726,0.7475488935585761,0.7386140714261227,0.7464654752785056,0.7495159766434774,0.7737582585337079,0.7406983799943773,0.7576140904729164,0.7358463235337731,0.7218363305202108,0.7550543882413828,0.7607771840190584,0.7532857568176591,0.7551642331953705,labour
65,0.7225737384099439,0.7417722905732456,0.7185403752602516,0.7435896277221895,0.7419229346746621,0.7180883687736003,0.7355247936479397,0.7255393814733787,0.7310534807190116,0.7200035222113821,0.7686214846196175,0.7298102507828015,0.7113049907270923,0.7246281099218396,0.7346903921597295,0.7399229258644192,0.7275281446992845,politics
66,0.7168244355339096,0.687862094883212,0.6962790893807863,0.7059065309397908,0.6972999094207665,0.6976942051997583,0.7045469182015751,0.6855501446166908,0.7115936970333995,0.7018919098482105,0.6940568966840222,0.6813671614607171,0.6997521058519062,0.6728633474256527,0.7067773656873618,0.7081430917362649,0.8030261997739564,weather
67,0.7579669361175496,0.7434177412873431,0.7399046078956985,0.7883081106493045,0.7578291171288651,0.7378400169887209,0.7562016495645564,0.7539181112197565,0.7609685967803425,0.7496738497797136,0.7637082539925178,0.7355264379836098,0.7419340510913036,0.7443760540496511,0.7553464968069542,0.754040821510037,0.757362415555865,"economy, business and finance"
68,0.813393715221423,0.7455841640065524,0.7765934823005741,0.7854006820967595,0.7747882281679325,0.776563116274312,0.7723834964471122,0.7539970183145609,0.7719372011362056,0.7773210858273449,0.7701236606634372,0.7405501312018611,0.7546348996996375,0.7969614621832596,0.7630668554878505,0.7899511544114621,0.7583180405143508,"arts, culture and entertainment"
69,0.7396007956648128,0.7353749812285583,0.7642651839669907,0.7461821854387354,0.7615211493631069,0.7504667668890013,0.7933632520660108,0.7457404076810941,0.7675159003579343,0.7381589404739237,0.7634831035490784,0.7289512028753141,0.734660232451342,0.7748143102482469,0.7533171117347821,0.7409142861015163,0.7460344568065767,health
70,0.7901356940153286,0.7477898327048362,0.7379019948356513,0.7371789534681726,0.7603010274002857,0.7395076609714623,0.7524138216977706,0.7575042284234462,0.7565464462778972,0.7646363164017107,0.7426032177617647,0.7413751714432903,0.7463819438627766,0.746487280444282,0.7652032481430406,0.7456963626305181,0.7596620918238532,"arts, culture and entertainment"
71,0.7191314523310989,0.7084738656277436,0.7148099870279134,0.7449470342891956,0.7386976758438513,0.728328040904209,0.7316657671586413,0.7200286362724315,0.7677255570098064,0.7173982163566158,0.7432219964166166,0.7168723347036084,0.7114474304561356,0.7454298253973994,0.7273486389008169,0.7385101740175877,0.7341752393760915,labour
72,0.7355871113849476,0.7334549847737556,0.7106681681111459,0.7277284431259561,0.7453724496759645,0.7211030952709562,0.7283033614037047,0.7258997122449244,0.7389469146533104,0.7359779835716352,0.7720337510311087,0.7300407683686186,0.7087495442710013,0.7358166515328586,0.750404320316886,0.7304562827500036,0.72722013677455,politics
73,0.7307686807467559,0.7292689757083667,0.7243014589497273,0.7585524555222348,0.7282715387364337,0.7150385197506087,0.7287284425745352,0.7112635346382066,0.7351566406261251,0.7302313200918419,0.7148495443434247,0.6971808844225733,0.7101172806679267,0.714432416508941,0.7428025145138085,0.7166763402807703,0.7195419254301454,"economy, business and finance"
74,0.745772893962092,0.7459492842813006,0.7196738629537306,0.7491613287126123,0.7598823520237419,0.7223555305955522,0.7557625237715628,0.7303182289357656,0.7537030264261564,0.7456909860131722,0.7706811116983554,0.7357239942892684,0.7290776019279787,0.7443411626155652,0.770564777321666,0.7375586074170968,0.7366064442004449,politics
75,0.7188710739141773,0.7545505506994791,0.7276783532856613,0.7294773072932614,0.7329899442779914,0.7368905782200574,0.7389071789504016,0.736560444977536,0.7532966372265228,0.7206592747695877,0.7403859250874268,0.7101302688614812,0.7264647721033978,0.7585313242912018,0.7376625950756093,0.7188184065140097,0.7423810454332239,social issue
76,0.7279851995213845,0.6895769295525603,0.6915133745151718,0.752371902740755,0.7227445088853196,0.7109297875751133,0.7045002840988567,0.7028321456312039,0.7219841922979087,0.7120520484137235,0.7083322026322569,0.6900564087358878,0.7256219531206327,0.696094158231881,0.7124911770176678,0.7158036763835711,0.7260411850523562,"economy, business and finance"
77,0.7303332200851832,0.7268848719097342,0.7343580868439545,0.7281816412940795,0.7410932992188853,0.7273329459958133,0.7313442210848379,0.7202922827764082,0.7536638883884677,0.7096921838604485,0.7278207534745607,0.7047660997813252,0.7215997479462519,0.7274757552312479,0.74160350181877,0.7267496806624589,0.7265064139139514,labour
78,0.7286781261809849,0.7357869356857054,0.7245513835923114,0.7843108371669302,0.7883403616549979,0.7291466616135617,0.7535744632293067,0.7390865905208648,0.7582942861812368,0.7414604407428871,0.7778042559196228,0.7351195557515602,0.7371795241198492,0.7323395553012936,0.7599054904495558,0.733671862268483,0.7414617618292944,education
79,0.7340481100555043,0.7105805511645841,0.7191122743255773,0.7239025155565809,0.7107530591154805,0.7145131850052581,0.7258024699307103,0.709922815033761,0.7237419757646214,0.7170170068895453,0.7146436623118664,0.7019154667250492,0.7234792851619276,0.6931244633327992,0.7282231706726671,0.7281977888063862,0.8209030679573612,weather
80,0.7308012988895668,0.6951169224006299,0.707036741483241,0.7598981271156012,0.7250230627797837,0.7272040201752666,0.716803793880946,0.7003345262917737,0.7250207353205211,0.7231653286783888,0.7168943213540452,0.695164228662503,0.7296892047808263,0.7117339987149015,0.7221187569068631,0.7248778879604417,0.731156037386505,"economy, business and finance"
81,0.7455709657775268,0.7449186248887893,0.7286985198465411,0.7415180686359177,0.7435669262220969,0.733529820178261,0.7365166669724,0.7420537806471934,0.7626244740219742,0.7366984407116391,0.7507292062563434,0.7242022904445106,0.7177876115555442,0.7579290113141735,0.7499624081874405,0.7351192162395915,0.7437583699379997,labour
82,0.7353060498251511,0.7304831018326731,0.7183531901776545,0.731430642756402,0.7473858791652377,0.7257196124822726,0.7302526155110443,0.7317994757844589,0.7446711536986559,0.7358120183018819,0.7734875302528421,0.730746926194949,0.7124280533583562,0.7438490361524004,0.7557510937270929,0.7303182748616006,0.7374190299123302,politics
83,0.7731970668158429,0.7530688943318844,0.7454708446556317,0.7627099135559756,0.7573674789916809,0.7410355720100988,0.7525238001484442,0.7465328695479362,0.7732801440823376,0.7614334656700881,0.766080551969503,0.7393105699867673,0.7333570505919849,0.7583542671877163,0.7740907932252223,0.7491172822261891,0.7536601978172383,sport
84,0.7446832555584534,0.7310268951180928,0.7229053388284618,0.7606325872487083,0.744601682443167,0.7280566146800682,0.7280191949940634,0.726610260871212,0.7335675462353003,0.7314041772559998,0.7392326240123006,0.7193794978026921,0.7216977207807806,0.7268932911155821,0.7376054696467392,0.725167043722863,0.7318758822763737,"economy, business and finance"
85,0.7325829927277031,0.7078566975835565,0.724338677194661,0.7417497769483529,0.7533040612547925,0.7292019598013288,0.7399880256306738,0.7474531623015074,0.7617746622946844,0.7351675994288859,0.7178786306266902,0.7309240630041626,0.7564690137075458,0.7229531983698381,0.7366231922892406,0.71500092987327,0.7479947999760258,labour
