"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Sri Lanka","LKA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","6530549454.7238","6779887110.15294","6950519823.69076","7222037281.91658","7405257012.09116","7777281531.74904","8278062588.81917","8758280794.74596","9434141529.15805","9797038033.93161","9925076052.69934","9884335609.34188","10581912605.3409","10988875063.3917","11662079171.5137","12051021954.3631","12665695206.8716","13381792950.7682","14238703680.0776","15071102072.7736","15930083268.013","16589826981.9279","17388459754.7083","18275122801.7648","19188770455.0063","20024546354.8858","20370092067.9902","20873780286.7236","21353731411.5898","22720369220.6266","23765503306.5729","24811183373.0129","26523170719.1952","28008446722.7901","29548935165.3074","30671785011.2172","32636435434.9955","34169833239.4277","35639320756.0341","37777691818.7852","37193872296.7086","38668488708.0149","40965500985.6757","43196097617.535","45892289195.5601","49411443891.1631","52769853815.2975","55909706631.1576","57888301978.0243","62528609375.864","67949516543.0978","73815042055.8863","76805840313.6596","81704500600.4129","85140955516.7505","89443660036.2699","95222329828.1602","97422045876.8116","97207245963.4382","92711881498.5312","95968130966.3866","88459606158.9404",
"Lower middle income","LMC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","559719735763.906","577653747399.802","596263897638.711","640388614352.197","684803280808.991","712880464677.48","730116604497.219","754446247059.792","798377705943.61","873423552266.419","951818306288.377","1007267214702.24","1060366646047.36","1115172286049.88","1173200410085.79","1204765269631.88","1307397760113.01","1356983564848.88","1360417727211.11","1349707278997.04","1354043173461.15","1368257510672.3","1438005442602.26","1491846253423.78","1511176746091.03","1566689818789.93","1594808423440.91","1640184845521.71","1715341700214.96","1782466624920.8","1864523612282.51","1902551172377.9","1948994044828.97","1960974552448.31","1992714813937.35","2072574993159.09","2189981196138.07","2263568717013.24","2356156112545.63","2468910804704.83","2578011071401.38","2687934535208.45","2821583001929.41","3001318082644.12","3205084068551.39","3402336416499.78","3627504224420.24","3880950330978.91","4036833783445.04","4225636882542.06","4506424499045.31","4712274284582.87","4912011973885.45","5152295260336.55","5444219037149.17","5716557622624.56","6046612564260.89","6355770361760.57","6657954673437.75","6893508042877.61","6682391990590.89","7082837994823.89","7442552006144.88",
"Low & middle income","LMY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1992406148308.16","2011132887838.61","2082340700390.76","2178720511330.21","2345563609392.27","2483829928496.06","2602091361065.1","2684036378417.47","2837328040559.12","3069441724772.74","3324655543078.02","3537016930473.5","3751192774454.84","4011887613571.39","4247353766786.37","4430413712458.49","4700648253555.64","4915287367780.45","5092407928316.93","5320393338934.69","5573774128640.12","5695444247209.02","5859189989122.45","5962932458673.81","6245122588203.39","6518701313098.33","6776620712949.42","7107692920565.71","7400862138970.24","7623299620208.9","7779849859284.13","7899167450035.16","8028216129114.6","8308047447437.49","8587081128936.84","8919351056802.46","9408037114486.62","9901474519515.45","10161330109364.3","10547527354710.4","11162515002027.4","11584093542117","12135977153331.7","12866324867605.8","13852867113634.1","14861124867572.3","16078454910586.7","17502391138253.5","18533821973317.4","19128246709390.5","20644124609233","21935979861429","23112790918769.6","24359070528806.1","25558480532723.8","26681765753333.8","27897803363425.7","29337777593013.9","30769414664652.9","31999466802372","31629445933267.3","33879257253679.4","35070817589459.6",
"Lesotho","LSO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","193522183.109667","197130975.424714","227354730.558343","251488594.343815","272239215.330537","278103535.427373","276975766.110869","307199532.095717","306071741.05505","310808313.548683","317574831.732428","333814712.15592","333138041.872008","421102745.598413","467340201.638538","404186194.901871","448845249.629798","546734067.063673","646878662.107203","665598805.183565","647329587.35736","651826185.58882","680879407.686123","694402798.57995","732837283.983496","751966164.280489","787194696.523057","792939078.368172","861147056.231271","911052632.849522","966130076.78555","1033436563.44425","1105326182.39569","1144120550.21431","1212537507.54337","1252441371.76884","1322540963.21142","1371522637.88189","1392611933.07043","1399241115.4462","1453469359.91963","1505235865.79201","1516131304.29382","1585263507.93592","1612092098.64805","1667969185.30085","1738525863.97613","1811333839.29418","1911356204.71913","1887358848.01916","1986752461.88247","2078426231.8117","2210090827.7873","2249707400.83106","2288189635.88859","2359754087.58169","2444832662.58676","2368109537.05056","2333046511.31455","2315216763.71817","2185115416.72326","2219152518.90401","2232288076.96719",
"Late-demographic dividend","LTE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","934839953226.855","895254792000.725","922180681206.538","961099766898.686","1033518007787.22","1105382693354.96","1194241839344.69","1213695226152.46","1276230191661.87","1406204043620.88","1563959505889.44","1691095504234.33","1817432881559.79","1982604430878.01","2091896862871.89","2195042942938.77","2338898675500.26","2497049809877.33","2662233753170.19","2863009043696.82","3100022283017.77","3119164548110.78","3190164513551.12","3243859281882.83","3500612625844.86","3764515938054.85","3982677238446.86","4239278373655.9","4467609883561.88","4666480608003.3","4689239311217.92","4738999010777.94","4772196875146.02","4981304317986.75","5205293935933.14","5499532326551.94","5778911932167.79","6097519887690.77","6267713533991.84","6558092731003.82","7015497419020.59","7379496762020.99","7821278261397.2","8354602776516.92","9037660436207.7","9737463812019.58","10641435862867.8","11728585298247.4","12540663196704.1","13005064463925.4","14047930166483.5","15058432231955","15943527734550.7","16837950985736.5","17717420088936","18549854155934.1","19380328629351.4","20407162954428","21513911157330.7","22513641745541.2","22552979511884.2","24226846843597","25001594804982.3",
"Lithuania","LTU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17913320835.8734","18837373099.266","20402932401.8633","21928206400.9148","21677880321.5578","22478991899.5918","23945995391.1406","25562688814.3281","28263631519.6211","30120407999.1594","32449428669.3601","34855268683.5691","38726810730.7062","39739293390.5074","33842535273.8547","34401356974.3984","36478857729.3719","37881055682.4922","39225860752.8062","40613283322.7621","41435533340.3883","42479223269.264","44298437189.8902","46067411257.316","48198076541.4695","48187437422.3613","51069454850.4301","52033541667.455",
"Luxembourg","LUX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8012571678.81295","8319451821.72885","8432486355.97602","8722488714.41119","9408584745.44475","9339437894.4444","9442723122.19028","9463188412.64762","9859116143.3396","10842351790.7828","12045251394.0336","12366526384.6945","13182494340.334","14278311403.8371","14879781670.3836","13901975726.466","14254298216.3453","14478058119.0492","15068034941.5617","15421472491.8961","15551149030.0137","15465469116.0609","15640430422.8094","16107934774.4031","17104522552.5332","17582030272.3488","19337409478.3258","20101425602.3746","21802666126.8535","23938905603.7695","25212438894.5285","27391849518.0187","27890285979.4902","29061859473.6523","30172289931.4379","30604417464.514","31032290015.6547","32714188401.9113","34897700894.5582","37750651303.9183","40369840661.3785","41610952875.9605","42953079582.1566","44078183347.9207","45943524157.4617","47084244317.1613","49917169128.3586","53959794734.6914","53797820276.3277","52055333610.1398","54012829450.8633","54576884723.7121","55477349852.5629","57236975164.3722","58738350255.7597","60071584216.1375","63062062076.8293","63892707778.4988","64671765568.8058","66172102156.1277","65644422263.398","68993899662.5449","70062418270.8871",
"Latvia","LVA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12350288663.5402","12669916027.5586","13789545456.7203","14663242477.5719","15067386986.0336","15922572893.818","16929438089.8539","18129418442.5547","19656434376.8445","21284802094.6672","23566610772.3461","26387966692.6328","29011437660.3379","28068821027.2594","24066167841.8371","22993883546.7441","23585679970.3973","25246641848.4078","25753586054.7246","26243463733.7578","27263090547.0617","27908848130.1504","28833322008.4414","29984306271.8922","30754814155.864","30077290109.2039","31299636022.7539","31918175035.6097",
"Macao SAR, China","MAC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","5862865208.73504","6450542205.09857","6996160190.77202","7047412427.84244","7519254771.81363","8593942935.67592","9265278292.10059","9730800292.93529","10507283176.0851","10891789869.4431","12340297600.9961","12980261072.3979","13532314316.5375","13978415626.6438","13919808808.4691","13880852511.6824","13246404976.1088","12933950194.5069","13677222547.3577","14072301451.053","15326257529.332","17110318023.7677","21666940679.1855","23416641490.0246","26552221177.7006","30396024042.6525","31426929465.8784","31827409390.0721","39823332949.7066","48431755216.9316","52907937141.5214","58597050371.6679","57396759752.3842","45048188247.6458","44742283639.8398","49209042507.3897","52390243580.9782","51074233224.6319","23373663156.6965","27877080014.438","20416776806.7884",
"St. Martin (French part)","MAF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","11518527148.5609","12673701963.2925","13927351521.9756","15091979686.0487","15803334168.4322","16687829976.4395","17094552001.0542","17703000242.0956","18693668977.3224","20106577896.5653","22280658200.3097","23630680640.688","24158274195.759","25316370453.1272","26238434389.7791","25780984359.4263","28090283039.5995","28479774358.372","30307716300.1201","32128498446.2673","35107165519.3652","34993065800.5579","39148574940.5936","40262822691.0923","41636514598.326","44641042199.0681","43704589753.3312","43380917192.5856","47974088878.7279","45380874514.6432","50995793971.3103","50199901413.3062","53833647727.2627","54747237825.6965","56160910543.6429","60497557893.0933","62754236201.6949","66626864222.8992","69672631482.4951","71896755865.302","77498102713.8635","80164864948.5396","84721868249.0609","87895354063.8241","90971302169.0396","95997143876.4443","98936906348.8319","103015296234.309","105816533577.078","110413820681.034","110989281511.144","116603006340.418","120177636295.115","123651941429.219","114764977999.998","123865459659.866","125203168834.131",
"Monaco","MCO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1765493770.68491","1857794844.71977","1944150901.23344","2071565836.8449","2164260350.71181","2143209943.05687","2237760409.82023","2317273320.07944","2408887909.63141","2494022944.87771","2536058640.00191","2559450696.24472","2621706505.60338","2653035199.63525","2692419921.86709","2738425292.55168","2805581467.30679","2875288219.77303","3007511266.26814","3132733789.11718","3215546171.1175","3248188088.41344","3292579115.48654","3262487615.88473","3334772096.99688","3405374267.55782","3443198874.77203","3520231798.60593","3643554857.28829","3763811896.01399","3910985566.9172","3996547531.44379","4037571917.56458","4081481995.9302","4182314362.45376","4261586514.34589","4508926337.94245","5159514721.42278","5193920171.5869","4607007220.02662","4703754327.88377","5033017131.95777","5083962235.3625","5570746064.81119","5971237417.34747","6261646949.53125","6477770890.40681","6250986630.53687","6623312298.15115","7080696089.95218","6162674303.70973","7490950050.40963","",
"Moldova","MDA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4465702629.84021","4203250597.7007","4272480846.27205","3992966945.15907","3858473655.17971","3939799323.6002","4180127098.60577","4506176997.31125","4803584680.8357","5159049932.32214","5545978684.40032","5812185652.93779","5986551236.45743","6453502241.56123","6066292088.39185","6496998831.75078","6875005020.02167","6834460784.23214","7452560231.53818","7825160360.55026","7798692878.40136","8161021269.62649","8501793857.25081","8848292582.21287","9162611725.92358","8404315965.96149","9575037162.28502","9005510428.94075",
"Madagascar","MDG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4151435154.3734","4236482814.56634","4332696292.16078","4292428142.51086","4462516416.63095","4442334513.73199","4534048837.90214","4784716702.68036","5111454771.71839","5301663359.79566","5581403271.73417","5800716980.1207","5726895806.88112","5576938281.21556","5688860705.59491","5760465919.39638","5583685377.65103","5715683719.98731","5563543309.84055","6111811047.00455","6170038734.45751","5565374938.42764","5459632814.5968","5508769509.8952","5605733876.08714","5670555451.19808","5781711090.07932","5849641180.3932","6048934314.46969","6295421168.7944","6492398919.69035","6082965417.09523","6154798239.75081","6284044275.10571","6281398610.7291","6386837685.22886","6524423228.55019","6765402318.724","7030408174.45926","7360783016.68466","7688842732.45481","8148653655.39778","7137571064.61147","7835974693.36943","8247912166.77813","8640170093.13588","9106610405.71206","9626649239.0921","10272850828.6608","9864124027.96034","9925206604.52119","10081868750.4571","10385448751.3004","10624353145.976","10979121876.9679","11323020699.9128","11775165455.3313","12238318932.4564","12629254470.5919","13186360201.5871","12245161111.5661","12947986305.8185","13439518394.3987",
"Maldives","MDV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1407648146.02779","1518270243.8028","1645773680.51489","1769119201.17269","1878373914.22343","1950612613.41791","1873687584.27973","2009874436.20983","2286233172.51797","2424178859.12562","2105907121.45993","2655790922.6182","2860655109.38017","3131997762.77672","2905590609.80902","3116685517.811","3383683661.10569","3468863970.24511","3721434522.14948","3994201762.02907","4109416450.22514","4369883619.23665","4684948300.68304","5065512690.42879","5425035732.09328","3608039592.99926","5114219348.85145","5743242065.65278",
"Middle East & North Africa","MEA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","865782351370.692","1009089669030.04","1055976296090.06","1012535880483.7","1065046602902.76","1088367109760.82","1106322059397.68","1066545491008.11","1035538629211.58","1030905251558.41","1020615529671.97","1032599839812.36","1026414075538.4","1063834925388.46","1092276179845.46","1235224640041.02","1287036933581.39","1347983260560.08","1377703987561.71","1412153192281.94","1451615538510.16","1525278106704.37","1581364833252.19","1653809793714.87","1686762168434.99","1800619845738.55","1828048120118.15","1855607016244.77","1949574068363.17","2102541141747.51","2207758131062.74","2336643886384.89","2458270494214.06","2571082142302.81","2587508084498.31","2717200586471.78","2820543194954.42","2942593697223.89","3008637204575.07","3094454690327.75","3179422230864.32","3320204797275.66","3378359296614.57","3449503028744.55","3491743195352.24","3360039244041.97","3508419744696.05","3710226952200.78",
"Mexico","MEX","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","141339948576.06","148406946005.88","155329261370.406","167921628955.226","187913506192.07","201255365126.942","213524172538.964","226025852439.595","247324898716.463","255779997227.085","272412050710.718","282661466088.646","305921133479.595","329969960461.485","349031754988.925","369081831969.216","385385815713.531","398452860204.632","434142053096.884","476245888042.666","517948942277.26","567093556039.723","567050551223.4","542310245622.085","561219038548.289","571761971230.939","550559166876.984","561957648105.152","569145986223.676","589948010706.767","620675053011.815","645735417744.117","668388354238.694","688901336435.409","722940507244.572","677458651234.576","723344678230.629","772871019814.37","812781500922.367","835161880463.766","876439369848.29","872895135570.175","872547335029.643","885167708590.629","919871512429.269","941100372190.473","983403566983.173","1005937725873.06","1017441474662.92","963662121570.373","1012983487453.72","1050089152923.69","1088336788294.69","1103073869259.22","1134508973367.23","1171870072962.76","1202696495205.65","1228111025257.45","1255067997481.78","1252569812592.28","1152515633963.26","1206920887030.47","1243881393185.15",
"Marshall Islands","MHL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","79709217.7150001","83560152.0560001","96518663.4650001","100250099.97","93977157.8440001","117041501.17","128000979.17","137971035.3","135637105.11","139267088.34","139389400","149343000","158312900","167618100","181385000","162697000","152210100","150962900","149068100","151086600","161399900","167438600","164733000","166919800","169879300","170223300","175997300","162539800","168510400","177646400","177100600","174811200","181243700","179213900","182997300","186686700","193053500","201150200","222953300","218847400","221287100","224606400",
"Middle income","MIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1911015808536.02","1931697944430.33","1994125698328.33","2089424724733.67","2255651692817.39","2390339251579.99","2506629081417.03","2586722977461.19","2736603480948.06","2962627219460.03","3214140020530.23","3421416348386.49","3634198908911.26","3892216962570.28","4119676713874.45","4297403555592.73","4560869864930.28","4770815915532.54","4948920033144.92","5176047534577.17","5424968687059.92","5541850487069.37","5702701424234.75","5803401525309.22","6087419234612.62","6360861503325.58","6613738601670.53","6934936234759.45","7222214425214.51","7441610359044.58","7600017945318.98","7715995226722.78","7842927813784.53","8119468407797.93","8394631603741.78","8717172696273.71","9194298642630.83","9672989930401.58","9924328531312.15","10304282848889.3","10910502236945.2","11320079979182.2","11860381479056.2","12576748696602","13545485233648.1","14533603479933.1","15730756882640.3","17132704379050.6","18144174193619.2","18725142948292.9","20213833670570.1","21503228097739","22698119847278.5","23930342918480.5","25110847249389.6","26235141991923.6","27441277320492.2","28868130282087.1","30285331448047.5","31496865059004.6","31126976176060.5","33366037089296.4","34539625958531.5",
"North Macedonia","MKD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7293742777.22762","6843662857.59735","6394362794.22171","5916750488.0266","5812724181.91604","5747928135.67601","5816047055.53344","5899797047.66049","6099135593.62124","6363778789.48482","6653275727.54115","6449202687.04079","6545532200.7983","6691013307.97393","7003757263.7722","7334620965.18469","7711402289.66945","8210598903.42197","8659882989.55735","8628827362.55974","8918648175.61246","9127334379.6944","9085697011.49163","9351477059.69398","9690853712.45803","10064519962.5655","10351178142.8536","10463154366.0785","10764555646.4726","11185494933.6944","10501962010.2286","11080201767.2592","11318055635.7004",
"Mali","MLI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","2003673126.79609","2077977545.33446","2082777661.40204","2210596786.36974","2267386929.90849","2399893394.64567","2364972166.63071","2328815854.83315","2599541842.27827","2953688827.31795","3141208110.17108","3095237272.94012","3417008148.73702","3269193847.91205","3318519585.16179","3073664839.4503","3129632396.36072","3120650002.23522","3753724875.96603","3854798455.78955","3849433952.92316","4133896383.82969","4306585279.82446","4198817500.65505","4691977173.01886","4540958263.69711","4685005096.68273","4862095199.62383","4906876185.40945","5253094839.09794","5506768067.44702","5923722243.21441","6261430310.53086","6257621171.16635","7219807986.81423","7444077478.0913","8122906029.48292","8249623254.73936","8788717884.1921","9198464336.09671","9519823432.63785","9974218416.5736","10453611497.2865","11009109646.566","11362847067.5459","11267770191.0038","11526373211.6055","12342980316.5419","13104764378.7114","13871694399.5319","14607651054.0587","15301000921.9183","16028741130.9536","15830713976.9904","16313964499.9883","16915539346.6667",
"Malta","MLT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","948893702.257226","972179493.097929","1028938511.18976","1071599725.63945","1179149802.93574","1409792457.90535","1649698103.14492","1850700121.24148","2057259689.40719","2273082136.89156","2433327863.22035","2513913892.54094","2571343056.41871","2555596405.6698","2579679603.425","2646371535.67015","2749188098.12117","2862193872.20324","3103025627.85261","3356825370.16761","3568016377.99265","3791249040.17093","3969093970.92211","4146939123.57586","4381286996.84371","4659169825.96261","4835162313.9916","5089345836.81546","5350205409.65351","5602733761.14714","6705452105.78124","6626676690.54687","6796654065.39062","7073588482.89062","7083463147.61718","7323117931.99218","7506964217.96874","7865447832.92968","8166347728.86718","8073814353.78906","8521391853.86718","8561112415.35156","8913715611.99218","9401568429.99999","10119201367.6562","11091467513.7109","11466482870.7422","12719233875.5469","13500223746.6813","14446430864.4875","13202233371.361","14760876246.0274","15772145539.136",
"Myanmar","MMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","3221543699.24572","3295106647.10034","3585432710.15343","3697499340.58897","3776902718.88833","3872307116.3596","3664163857.50026","3766485577.14973","4046193978.07601","4214078608.2319","4405580253.0013","4549456113.96784","4581910975.99385","4681419902.09772","4902947814.87011","5154770982.57731","5464802182.46531","5805982029.18038","6144980075.9292","6550831351.60506","7017049637.30936","7435843761.22114","7806219935.69075","8170593091.55254","8486534447.38539","8560313025.54697","8344280220.02191","7709784448.1515","7379702158.70599","7619405807.84801","7700101235.99696","8045707639.95096","8670596693.17289","9258442998.11106","9925370809.88885","10589070464.5671","11228100136.639","11875046112.3564","12881816573.3607","14481505242.6574","16287020221.5711","18193097628.4481","20555712394.5412","23370876272.293","26541589503.1203","30073444130.6354","33832770892.2911","37579502495.0257","41491470232.1836","45669365074.463","49103727463.3809","52288474433.6499","56418568204.377","61044701089.9408","63045306513.9317","69669969114.9425","73676037276.3873","78394970758.0068","83686992015.6698","86343028344.737","70876449335.0079","73004641127.9636",
"Middle East & North Africa (excluding high income)","MNA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","192573531787.248","205330465512.677","222978720837.401","246426809451.498","275194982231.775","299450506863.07","323385178023.633","367023970829.657","387805729661.68","412375840952.228","424126017911.719","490249698447.734","492601923923.385","473596073421.013","461234565112.23","434027893126.375","434321678973.924","490573384678.939","516721984709.932","515988090382.765","533340507188.494","522546771916.067","531414070887.139","532427163184.933","542814815155.35","607330192482.482","602637076139.8","634231332096.81","647328930178.113","660936002876.453","680593220225.699","725215325498.203","753410510461.483","804230867325.635","841203254219.337","892238575074.592","916954880081.586","945661278203.005","967385642384.832","1042400457547.32","1089460312113.85","1145827889677","1215640118815.49","1260899178700.51","1293853661381.13","1361654962324.23","1347899438368.78","1397540032533.08","1403784911529.33","1428487565013.27","1439069681066.11","1515959010145.48","1563325366128.35","1589599283378.12","1605864682822","1553530492546.9","1621106801218.93","1683906987833.95",
"Montenegro","MNE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2736008814.7149","2870073406.59207","2600286560.20495","2680895445.11277","2710380970.97587","2761984909.89545","2830555583.15861","2955837408.85485","3079409280.84385","3343204352.68453","3570881588.09691","3828797530.5629","3606914999.93333","3705539997.89003","3825171541.77104","3720981872.32965","3853038771.52456","3921765369.4202","4054728172.94375","4174313473.01741","4371193518.47199","4593157865.06842","4779775342.5068","4048140209.00406","4576157930.04263","4855018760.02313",
"Mongolia","MNG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","2484401291.54011","2691653428.92464","2848685511.57157","3017709971.86143","3190107887.75534","3489180327.18215","3609858809.23086","3794249397.69604","3952780564.52223","3826905841.51133","3494212070.35613","3170771528.44456","3070296388.17258","3135828262.95873","3335782059.43145","3410339918.87059","3543231097.74227","3661572769.9756","3773996565.61512","3817248911.30875","3929961222.38007","4115965440.75358","4404273779.06428","4872245747.67665","5225662153.68061","5672782077.9057","6254129713.23027","6810770269.57274","6724368910.09066","7152385863.50449","8389088995.08578","9422609646.18495","10520241546.7961","11349786313.9583","11619892592.6599","11793003949.6847","12457761004.9522","13422599722.7338","14174566539.7012","13528524953.5204","13749955734.0197","14416265966.8554",
"Northern Mariana Islands","MNP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1607115151.51515","1612630303.0303","1562993939.39394","1364448484.84848","1270690909.09091","1185757575.75758","1054496969.69697","869187878.787879","881321212.121212","816242424.242424","822860606.060606","844921212.121212","880218181.818182","910000000","1175830303.0303","1448278787.87879","1169212121.21212","1036848484.84848","729103030.30303","","",
"Mozambique","MOZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","2817485316.52192","2958359665.58865","2754232865.16398","2321818249.22632","2170900065.82762","2192608995.30418","2142179075.52851","2457079408.69346","2658559801.76847","2831366309.94978","2859679770.1746","3000531903.25931","2816757862.17967","3115292780.02589","3318827208.1695","3393824644.21736","3774018515.29416","4200522938.50367","4617687454.71811","5157888716.73451","5218767317.94954","5849553168.98399","6393038188.967","6832785422.31191","7373696582.9268","7863745694.71585","8626086619.98493","9292861226.36661","9972890073.50452","10602996938.1279","11292441239.8385","12130045005.21","13010496953.2247","13916496847.3416","14946110647.5056","15950979333.1582","16560978968.8713","17180577788.6276","17772244774.3082","18183573177.2763","17965634275.1141","18383788657.2216","19146424417.4878",
"Mauritania","MRT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","1064724241.25352","1072460616.79989","1051185490.82701","1342268070.43992","1558887727.87101","1562488165.62617","1618224194.99322","1783225496.5742","1805489639.12082","2021894384.19186","2059155601.58613","2044063888.17024","1950348527.33833","2187561833.01454","2075244217.24586","2252596765.60993","2210279625.08234","2199124038.06621","2304462955.56972","2382151246.22152","2464342334.80871","2406678594.0575","2496576271.03905","2416015138.81943","2488369005.97782","2630543943.77473","2680534383.98893","2726650243.28298","2856918287.76076","2806313564.61771","2856492900.55365","2910027169.00247","3080951614.09464","2986651935.21749","3279935194.46259","3470788937.13984","3330406057.62509","3422918236.42987","3548648127.11209","3409611175.12893","3382351544.64131","3429078188.76867","3666653968.80327","3840187825.07655","4169149345.07629","4933487781.10083","4836326550.29205","4820314479.26831","4825032404.09673","4951459327.52515","5158072994.61086","5388639537.42452","5612311897.90459","5852228312.97431","6166863960.00061","6244622516.53358","6636194424.84224","6952885145.81082","7321154257.85869","7252444042.7439","7429793008.35461","7816142244.37852",
"Mauritius","MUS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","2183115628.46409","2326057723.31633","2415164484.14352","2500094365.06655","2248553408.34244","2380821254.97879","2511696807.06682","2521336581.62197","2639798699.70502","2823382852.5131","3098437750.78927","3373921085.21339","3603055765.11841","3763937559.42765","4034441844.05284","4213387344.00584","4487792561.84826","4715865005.16452","4910919918.93151","5121487228.29028","5407667941.33109","5715227834.38157","6062253049.4966","6220534375.14893","6730791855.59575","6956107854.23256","7068443337.88459","7487280094.82553","7811480809.50426","7950333241.41915","8337160251.7456","8814630766.63288","9289471624.25339","9597424761.29619","10017523547.3152","10425991883.2378","10790496900.1707","11153101416.1964","11579927241.3987","12007291045.6489","12471068851.5812","12962177523.4319","13481538349.276","13871328044.4569","11846475082.5179","12249181799.0684","13313725744.085",
"Malawi","MWI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","944667421.421735","1016836213.49342","1023632388.2451","1009392857.98897","1036253844.31947","1177355280.84994","1333343509.65231","1430431583.22513","1402923251.43903","1485448246.10677","1492567969.50741","1734641055.42848","1842732593.67319","1885127634.30639","2020403707.50052","2143382121.3519","2250502599.27292","2361183023.0547","2591281914.97723","2705198651.69028","2716201950.15806","2572511627.19751","2636913265.99281","2734972400.91566","2881575236.63236","3013291522.39375","3006818899.84651","3055686902.07878","3152774979.23195","3195170013.62797","3377048504.86218","3671872665.99819","3402615038.9232","3732391064.48534","3350187437.28231","3910634172.96157","4196762831.02412","4355921665.90371","4525595857.29823","4663277070.6053","4736773937.06381","4501121157.07486","4577640218.07249","4838823862.24848","5101112191.09597","5267853572.66944","5515442678.22025","6044925168.50498","6506741516.91588","7048630098.23963","7533157572.9986","7904743376.53854","8054933500.7498","8490733595.36721","8968360285.06968","9219474373.16418","9449961232.403","9827959681.73524","10259573036.8233","10818533180.1866","10905081265.0562","11205123955.4829","11308596136.4394",
"Malaysia","MYS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","10075037493.0191","10840538237.265","11536612407.2594","12383261725.4793","13046876128.3601","14049510746.5343","15147720402.1842","15731990168.2374","16987087500.9412","17817506990.0147","18884158928.9319","20779120180.9029","22729956448.6986","25389607203.1316","27501682802.79","27721990008.5391","30927619489.228","33325455883.8773","35542895798.5494","38865836645.0414","41758164884.5082","44657060203.2921","47311097374.4391","50269096381.4713","54170878138.922","53615491073.5224","54280642136.1385","57098856226.1991","62773180496.4578","68460180100.6472","74627434003.564","81750971398.5999","89014641655.7894","97822590006.3887","106834047881.113","117334857467.081","129071512060.074","138523085690.589","128328596683.146","136204908046.176","148271121290.639","149038684291.051","157073342333.981","166165531633.303","177437266989.908","186898468990.022","197336462653.962","209766263993.257","219901687174.438","216573411992.113","232653657305.249","244970139128.427","258378467479.02","270506035808.328","286754581225.351","301354783698.72","314764412804.57","333060794365.841","349191218321.097","364601681244.313","344423037103.369","355073157497.358","385944436432.193",
