"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Early-demographic dividend","EAR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1046915036229.85","1092946978658.15","1130473378056.16","1183655539064.06","1278977387088.96","1349009768909.46","1403615432463.5","1480109264569.18","1576321532206.65","1679215140806.37","1824069345719.57","1932568976291.83","2066047204553.86","2218410000048.99","2367301332797.7","2424775509378.74","2598975816673.97","2705445231665.27","2739422277430.47","2849623510037.1","2947413684231.11","3065780883898.63","3061120403004.46","3068575448173.34","3136151701655.9","3157888711479.16","3247444288175.78","3337589662058.21","3456523651762.89","3534360818195.78","3726343415218.8","3897458054385.14","4053764982646.74","4198451581515.78","4341277535438.28","4445520559457.08","4707118157503.76","4930646198184.28","5045110528148.19","5150320185846.29","5377140522468.04","5433524341696.7","5532281396772.59","5832641476239.39","6196400748949.77","6562506579373.73","6954872548812.17","7356524211491.68","7613605745223.32","7675569260722.98","8177930043712.04","8584656494014.48","8948091382567.07","9319180987843.82","9710031922693.24","10147533368060.6","10608516017168.6","11093750148978.4","11517588158787.3","11792888770983","11304509581651.5","12084652858623.5","12749741048626.7",
"East Asia & Pacific","EAS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1160770520295.01","1204605334736.13","1270760852408.48","1369945568092.6","1514568943389.24","1620483742650.52","1761097573772.53","1896672551463.38","2077637584241.45","2316625495711.59","2441463570493.07","2571261720685.03","2756773434066.35","2967974075355.84","2994014597383.37","3104977624096.93","3237157057496.48","3412717361098.9","3610573799104.58","3824150333932.18","3968973488224.37","4154486530069.67","4327030516028.64","4518612504855.18","4796983483237.86","5070466212836.76","5320129622075.57","5652939868828.06","6082633113198.6","6395988596033.16","6720282552588.93","7046402145952.63","7344923380274.83","7653504108566.34","8054364340335.06","8510983271786.19","8989307566003.21","9353837440359.9","9395786550536.53","9746520019194.72","10271937601788.1","10611191317751.5","11075833368996.5","11623962867012.6","12306066078457.4","13032133534858.8","13873207064406.1","14909343475135.7","15563379607313","15961794946478.8","17176438563228.9","18115230948465.9","19053627086301","20052538828033.9","21006700274079.1","21997190975438.6","23024521609381.3","24187729012319.5","25339054181281.1","26342886256113.9","26311549426347.4","27917274833846.8","28711834071073.2",
"Europe & Central Asia (excluding high income)","ECA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1964750027323.81","1936123537808.41","1841058084065.48","1644657035070.46","1547101181949.17","1374338371576.65","1348792078388.9","1347279695126.71","1385793370474.76","1364134261527.68","1396275248187.37","1513889619567.21","1553997619741.44","1639288830369.1","1753059626555.24","1898374125068.11","2038064101105.32","2204894502277.14","2376922793578.08","2477536830167.77","2335664836517.41","2467420509174.72","2622529146199.86","2726782752388.43","2837120554848.66","2895283118746.92","2921688285552.26","2967776721991.1","3084310346535.37","3181879737559.25","3253242200569.4","3213995562705.9","3452865040153.75","3478873875203.72",
"Europe & Central Asia","ECS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","7707852313976.86","7991722216396.23","8370533913207.21","8874636263546.09","9066384998934.39","9017873572076.7","9440957807356.17","9709769354316.96","10023376985253.4","10400649958994.6","10539738660097.3","10589891772325.7","10690494759348.6","10901438096628.5","11189894302701.7","11503639047473.1","11820751930031.6","12185681037170","12703444209826.9","13152391995099.6","13459248848313","13517563758814.2","13447633678770.8","13349174849998.8","13513850444229.4","13802869356106","14036773980129.9","14460952152843.2","14835735769940.3","15261619775668.6","15921996872765","16271905114110.5","16529243996990.8","16825460942376.2","17360306361927.2","17822387227946.8","18505249132739","19179439777362.9","19376349704078.8","18515473014861.4","19012819439300.4","19456016485835.9","19524579723621.6","19690513352655.6","20069633175003.9","20487299241754.5","20884300529579.3","21484422841442.5","21951701108144.9","22346601711910.3","21095309435628.1","22355579171801.4","23055684845348",
"Ecuador","ECU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","11683345571.6987","12282048670.588","12886220692.1393","13157651953.0125","14132271516.9865","14595115066.6414","14545560908.8964","15217722033.5867","15508295061.5815","16232414264.6977","17347894301.4979","18439528973.2386","19364758284.5524","22066274158.4958","24539574622.0139","27232094540.8722","29246503666.7275","29715863873.7949","31411696205.8418","32584624145.8131","33793084551.9767","35689844469.6974","35909281820.1435","35788314663.8059","36727855721.8459","38173097362.9211","39495712166.1056","39393379286.0295","41713833407.2993","42133381944.2238","43683854187.3025","45558477943.1319","46521725705.7094","47439700807.8818","49459802089.652","50573908255.3626","51449720654.55","53676394986.1005","55429750211.1927","52802720505.7765","53379221434.2819","55522733410.3626","57797375793.0758","59371127439.9001","64246103132.8511","67645562499.1411","70624352725.1051","72171071229.7691","76759080483.1984","77193914220.309","79915230250.8205","86203073182.7862","91066617872.099","95571238385.5329","99192306978.8112","99290381000","98072699669.1292","100395440274.107","101689830586.566","101702140245.144","93781977159.7812","97753879511.9558","100635339955.859",
"Egypt, Arab Rep.","EGY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","20297834751.168","21345429171.2715","22172696193.971","24504840915.4561","27324754468.7048","28667504459.519","30114182468.872","30356681177.4204","29868912346.6886","31445846805.1458","33206347267.514","34553643778.5657","35609492776.782","36858257210.177","37432854798.6743","40779032774.9241","46194361685.3171","50353260516.5647","54698126368.1849","57185627387.9905","62910668708.2233","67533693104.7785","74224371653.7739","78005663120.577","85607909950.0241","90565897012.7071","94862819133.699","98498676312.9999","103878004710.304","108989704830.404","115166183181.444","116462268696.265","121671461983.828","125200896551.412","130175343749.031","136218680411.525","143014263363.067","150869114035.928","159280817658.674","168922784448.07","179683172294.303","186035425181.37","190482051407.276","196565009501.834","204608590453.315","213758163785.626","228387426641.133","244575133305.99","262077623377.431","274326082658.195","288446290408.139","293536132736.607","300070833532.51","306628779736.183","315569804751.572","329366576819.407","343682967575.511","358053111989.022","377141312302.669","398080548973.052","412213064649.087","425777537421.996","453827104224.605",
"Euro area","EMU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","4473990568223.33","4642789301130.28","4869880952065.33","5169456889222.7","5335589165169.3","5294376978462.68","5560526728082.73","5732112502430.8","5911165622757.07","6140131909515.7","6272718730221.72","6305585180881.71","6350528410581.19","6438810152041.26","6591972753678.12","6744437579104.21","6913555323887.89","7088715097843.84","7393949395848.27","7697071246732.81","7974462421799.51","8187968905058.68","8304048381666.34","8249122312116.69","8452067328468.31","8656637190908.74","8802972391421.46","9041341292752.34","9315868672148.48","9592077362004.39","9962826757383.8","10181586744693.3","10277329454132.5","10347442424831.4","10584805768747.7","10762788402386.7","11110518536741.4","11444017071173.6","11491701060288.5","10972145232621.1","11211412476316.7","11403601752160.3","11307602528749.5","11282761721509.6","11441014350464.7","11675505777208.6","11893140042921.3","12204477888061.6","12422126283659.7","12618890635984.5","11845049055370.4","12483102938273.7","12917567228320.3",
"Eritrea","ERI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154926145.9126","1310318715.90375","1588386838.47483","1633788955.24089","1785058837.07344","1926233510.02823","1960377599.52023","1960641860.30086","1899038769.45137","2065307884.56551","2127379250.62751","2070886355.8446","2100950149.6029","2155038051.30131","2134151053.76576","2164601595.02151","1952837971.21425","2028539764.99879","2073049788.74561","2252986366.41081","","","","","","","","","","","",
"Spain","ESP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","189278929999.793","211687045841.934","232757184921.918","255093725552.564","268635402109.332","285433536189.66","306116222365.523","319402702365.753","340473762960.806","370799813989.341","386704096414.729","404683801625.874","437664502790.704","471751850974.362","498258576598.269","500960150616.396","517510829852.726","532200759443.856","539986873776.567","540211219502.078","552143016545.967","551411601239.184","558284735137.638","568167021108.246","578307026952.115","591732054153.262","610983001511.047","644874977788.821","677726999867.622","710441087303.86","737305660791.841","756077467226.836","763103054853.539","755231709959.596","773230356774.81","794552137824.609","815691686929.687","845892627812.5","883053543058.203","922707533769.14","971112252648.437","1009306124395.31","1036869753137.11","1067788548860.16","1101132739762.11","1141347034482.81","1188172916518.75","1231003442635.55","1241923268505.08","1195188366526.17","1197135561649.22","1187386271879.3","1152252436684.76","1136082395816.8","1151939554049.61","1196156971279.69","1232493518447.66","1269169576560.16","1298163367417.97","1323918490148.05","1173978918108.98","1238777799460.16","1306312739599.61",
"Estonia","EST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10254019388.509","10760877052.8203","12165173094.8168","12693120380.1531","12639171425.3594","13914164835.0824","14749525966.5371","15748270637.7266","16945180968.259","18098132398.0648","19822237764.1937","21757994918.8512","23407063928.1871","22205813183.2266","18957312552.2555","19420679530.2801","20831219910.825","21503693454.807","21817309477.984","22474308645.6805","22890762090.1508","23613094924.4117","24980775931.5047","25926098666.5234","26895658710.6379","26747463292.8629","28890861346.9492","28518917121.5992",
"Ethiopia","ETH","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","10919390217.7147","11019413345.1803","11926862664.3712","11587183057.1137","10295866477.0305","11290613185.2702","12855416570.2353","12920166074.1287","12873518566.5037","13224508842.9598","12280612208.8326","11215578552.9824","12689623421.7065","13094417914.4709","13896779866.7463","15623617882.4599","16113247513.633","15556028995.6513","16359053896.3725","17352574817.1008","18793065207.1663","19077728596.8631","18665390255.0869","21198769598.3578","23704202560.7572","26272488211.3578","29282308335.9125","32441436520.71","35297111228.5844","39727088708.3337","44167900366.5795","47987457192.6977","53065619502.1256","58508821687.2699","64589329344.6937","70682352527.2431","77442546767.0514","82721145212.3128","89640012689.1301","95071776944.6311","100435280444.534","105775520753.614",
"European Union","EUU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","5131809467034.97","5318327335398.82","5571468439496.01","5906259458147.56","6089101815223.16","6048800043936.01","6344715169193.78","6527100610710.83","6726193014197.11","6986640047218.75","7131629392621.71","7168147154167.22","7226390958473.62","7331089825836.28","7514098323391.72","7690897287795.23","7889771677275.22","8088622687790.83","8425308898326.82","8755423982776.34","9051583060152.1","9219841890645.03","9326802431882.35","9273296108980.06","9519256909609.22","9772761454742.16","9956644012006.91","10220853677753.1","10528613378896.9","10839117790859.2","11261934611389.7","11507001484408.3","11634849840467.8","11740537154893.2","12044944324418.9","12276809838916.2","12705750133021.6","13106690381062.3","13190670090993.6","12617093477428.1","12897831843051.8","13142055460014.9","13050068865712.3","13039128329666.7","13247427929116.7","13553055207692","13821024591389.1","14213334805508.8","14506976287415.7","14769099916681.3","13931345804476","14693196421178.3","15213374833961.5",
"Fragile and conflict affected situations","FCS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","361671120299.125","409726129051.655","465396432737.859","509824358114","523693883072.648","545562755531.27","598569245712.432","596353610374.847","640551088073.627","668392790020.735","660402039270.193","698158157186.44","740820124003.036","710800661337.135","702576609203.94","669162614599.737","664803903055.472","686026200688.452","700191450168.479","730382392990.37","753986750261.31","758480155092.494","796674207016.308","736651690953.258","741339891188.174","729821043390.665","702082738732.976","702558870121.751","727959865777.797","764002704541.592","807934371430.973","834737101284.819","880159166657.097","918220010589.547","960852140315.919","972707051720.554","1080283420235.78","1143369732764.53","1210368445839.98","1283104347520.43","1347706433422.01","1386549522504.6","1482832698266.4","1482909070378.31","1555054949282.93","1609139513848.51","1644069392954.73","1659059960949.31","1698811496636.84","1741053382034.25","1786564182926.18","1826112954933.53","1745611832321.61","1779456490399.24","1798998775792.72",
"Finland","FIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","50609868256.8301","54458581967.7417","56082507221.7539","57924873462.1891","60959376045.0995","64191965073.93","65715126795.1658","67140375445.5167","68686812988.0757","75276136628.2294","78899731715.7179","80759336343.6144","87006463097.9461","93082844694.5136","96095501717.889","97829927772.9265","98166836909.7293","98401957114.9203","101275006350.294","108487737735.285","114334193866.016","115838693345.703","119439062675.781","123161478423.828","127149067752.734","131661456678.906","135289563831.25","140125930521.484","147436510957.812","154936818098.437","155975322164.062","146794102994.141","141957736303.906","141017978885.547","146606595315.625","152788801142.187","158391841239.844","168424056796.875","177615261582.812","185394056458.984","196097527314.844","201215710279.297","204650762188.672","208751521832.422","217085073153.906","223119713766.016","232105658667.187","244405718572.656","246321847334.766","226432719257.422","233646772072.266","239599308730.469","236250798826.562","234120534076.562","233266209150.781","234534382384.766","241128217493.75","248826017928.906","251661932877.344","254744159687.5","248745023487.891","256322996530.859","261664191586.328",
"Fiji","FJI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","864434249.426487","894841433.010262","927110329.128086","986063160.851675","1034156229.41454","1006231250.44848","1006231250.44848","1140581519.52467","1230872479.66855","1262830982.12873","1423244753.82223","1521291895.12166","1635164802.48137","1825054340.84485","1872526740.18508","1882455086.48088","1933962130.70655","2048143483.92848","2086308619.32427","2341356087.87577","2303813451.30763","2449644625.04","2303192959.17508","2211983684.82856","2397636016.82077","2287021681.75511","2464263757.27722","2301252217.00098","2323246547.20073","2496064318.40329","2640836116.75939","2569533443.12578","2726275032.23138","2784345574.31397","2926347187.70387","2999505824.62699","3143482117.11325","3074325530.3818","3114291776.15851","3388349412.57487","3330747526.23068","3397362481.64324","3506078050.94611","3541138808.48225","3728819154.87161","3754920903.96169","3824480208.11374","3791947102.38658","3831110112.89533","3778009482.10955","3889637286.38261","3994857538.28898","4051237537.25847","4243032014.31594","4480790924.4971","4682480303.97469","4796997467.65624","5053798230.01711","5246466768.60089","5215935127.8842","4329213903.88704","4107921485.90795","4770317705.65407",
"France","FRA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","521063228394.417","547012759973.19","584447414017.366","620879995295.485","662181550405.328","694373557438.493","730840925163.32","766806695424.451","801246352672.883","858210764567.69","910636112294.556","959052047239.664","1002318472123.85","1065911376205.15","1111755362632.65","1101083792491.43","1149055358647.74","1188862221373.28","1236161624649.22","1280045228283.46","1300253881649.64","1314153853595.82","1347078619777.78","1363794045035.68","1384438090121.85","1406904493488.19","1439787739478.76","1476673666392.57","1546714398124.5","1613901522615.43","1661090955411.7","1678502109603.77","1705347110174.84","1694626166709.98","1734591250411.78","1771133801947.67","1796159810500.7","1838123429815.53","1904087419529.25","1969233367607.74","2046499571261.18","2087096421588.52","2110796058518.4","2128171303325.76","2188393293109.35","2224791087607.91","2279283420792.28","2334550031985.42","2340501872979.04","2273251909006.52","2317567536989.14","2368384855035.17","2375801091055.54","2389493466482.81","2412341398046.84","2439188643162.5","2465909086487.94","2522413420333.78","2569458097202.24","2616812485718.01","2413104454442.24","2577595870536.12","2643644021240.64",
"Faroe Islands","FRO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2162939127.50234","2069867810.08272","2057925933.07103","2134237822.56886","2283989901.83634","2417673016.50466","2549017971.28501","2573906035.59584","2611740287.2058","2703524832.06963","2777373022.89357","2914932147.5775","2838306411.11484","2998242824.39099","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","218165732.316142","220783197.610877","226410747.994556","234394017.143497","243162525.880859","261223036.414529","271692897.593468","293810479.333976","292240000.157136","312739072.232645","302786553.06921","284434849.521501","292542710.018472","296563529.330979","310899125.003711","317638182.0248","319375655.487445","324396608.28907","314404696.27295","320824422.528081","320564377.351049","314678221.396249","307099219.76208","310456119.002577","317470533.372672","327593318.653529","321477741.865646","309648107.466093","302508316.50838","316489900","319338880.100054","327904142.657279","328598163.580178","332458532.270118","326589258.966469","316176982.024014","314218029.141515",
"Gabon","GAB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696430402.21021","1946939619.47836","2091971271.39692","2219423267.26741","2320505870.92627","2513881414.17012","2627207303.12233","2735320899.44417","2803944654.25632","3030584989.27367","3293619830.41391","3631503426.07013","4043205904.83824","4454902662.16281","6214014316.49594","7406490804.35546","10045078185.1076","8781197289.94077","6669389058.26902","6701028992.08671","6872102051.17073","7222258279.0639","6998547355.68771","7391042735.44618","7946028914.02261","7760652085.49724","7698287661.20209","6378336008.98813","7197655800.69257","7812717800.86241","8218372646.82841","8720720961.11268","8451237981.54958","8784770737.34018","9110927738.1694","9564091413.69487","9910794415.78569","10479512211.1106","10843972206.5622","9875321072.56362","9689372095.11125","9896262806.46551","9871617829.63118","10093465659.7375","10163064451.5528","10435048721.1513","10142180902.3377","10751534087.0285","10395827038.0784","10409376035.8714","11147389066.9626","11937934403.73","12564804521.631","13273296028.9698","13846034032.7784","14383107763.1182","14683922149.7407","14753324537.6067","14876945090.1297","15460241661.5807","15176119359.9997","15398898314.2902","15866553903.2925",
"United Kingdom","GBR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","781539751882.686","802462500630.958","811312936981.779","850859444952.865","897943108490.367","917178635134.832","931606776041.737","957565762616.267","1009667714730.69","1029094699270.8","1097838558404.1","1136314697665.07","1185422441946.6","1262757606009.82","1231385605650.85","1213239297438.03","1248547789733.67","1279233979840.42","1333016308392.24","1382991310974.8","1354897671049.24","1344224548669.11","1371040366003.38","1428923720513.52","1461347502638.87","1521955648714.16","1569902434705.62","1654563164607.02","1749409568712.28","1794502398698.95","1807669659458.39","1787728863256.87","1794899122850.84","1839589077852.52","1910339842299.94","1958703343414.76","1996069836328.18","2086373375047.13","2152246177454.06","2217116394065.01","2307855285267.75","2357645605496.07","2399393975746.24","2474328328787.79","2532350622459.43","2599922287719.73","2656091147154.86","2724178993507.05","2719974378108.14","2597290325456.68","2660406373660.76","2688809162463.69","2727755400457.14","2777396821941.01","2866265260991.21","2934857946213.47","2998403672734.88","3071671779449.63","3124044429026.19","3174163743964.48","2824026234231.55","3038580807626.92","3163211887705.84",
"Georgia","GEO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","7043736211.60321","7574526201.7986","8047934054.73686","8406576941.77091","8808255774.61891","9869836999.86411","10113714367.9701","10400627681.8901","11074875573.8999","12050383109.1983","12939815295.0378","13728828844.3418","14675644411.8522","15765916775.1293","16927919402.4699","17702586069.3813","18635056275.6453","19008044109.2681","19825748658.2379","20901676765.8755","21934565608.675","20141354354.6035","20399575147.271","21532885392.6065","19983550814.8104","17028338177.3715","13435358698.0071","7402882715.61869","5233837933.90887","4689519104.29235","4811446447.39112","5350328546.09082","5913131811.35497","6096728801.67155","6271659622.28399","6386954116.64909","6693876212.26419","7060288071.79761","7841065786.33303","8295416056.78591","9090911123.26995","9947254100.85889","11198514561.859","11469358661.2857","11050668160.0023","11741278314.9298","12610132894.6354","13413273306.135","13899008890.2435","14515002515.4138","14953675992.6704","15388295430.76","16133489521.5573","16914821493.7518","17757577182.81","16557086864.399","18289874949.0491","20138747184.389",
"Ghana","GHA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7657875547.92769","7920515715.66758","8245982268.85793","8609298120.11391","8799505711.19753","8919970844.92385","8540132585.45262","8802772752.81464","8835242689.32183","9365902823.93511","10276593817.5536","10812633751.3004","10543652683.6715","10847793222.5395","11591140079.0369","10150172545.0533","9791852899.06053","10014530134.9346","10863355260.0468","10590148239.0543","10640101538.6739","10267371658.5489","9556494738.55865","9120361404.05093","9909050991.16975","10413581942.9286","10955000800.6587","11480282011.2886","12126411657.4205","12743145517.4117","13167341624.2796","13862817750.151","14400614547.028","15099044432.3086","15597312859.2383","16238739712.3259","16986121399.7522","17698919768.9114","18530838162.6463","19346194453.5325","20062003664.1083","20864483836.3678","21803385516.9927","22937161592.8969","24221642639.983","25650720480.6578","27292344174.2755","28478693004.8817","31084436155.0893","32590317639.7323","35164858853.7704","40104510033.8028","43831337693.6728","47036515227.7126","48379991067.0674","49406014245.4296","51072709214.276","55224356059.1882","58648309033.8405","62465008906.2023","62786042616.5329","66149163097.005","68292201677.0095",
"Gibraltar","GIB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2961299961.19677","3059021048.86812","3251987666.56871","3382180212.65278","3528427807.52937","3620640551.51637","3739069795.90078","3927673880.92451","4083606426.55592","4271765665.55058","4462353698.18508","4693575171.74624","4864614741.6111","5050054051.82857","5176459963.13738","5365832803.50624","5642957112.38425","5713415146.00184","5847115762.97224","6022369759.37691","6094011997.54271","6509469505.06901","6778506931.56562","6702408562.49227","7025019626.64819","7419271580.26289","7858142732.74118","8168200455.7653","8470142324.28636","8794202394.72245","9745790250.76895","10749607167.2839","11433120071.2395","12075308646.7702","12669445997.4837","13163554391.3855","13782241447.7807",
"Gambia, The","GMB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","253504725.180478","253504725.180478","277780701.363859","284546113.904893","302056645.182961","301857659.207788","302587263.614016","330577581.777333","350011555.531936","393389989.476016","422308975.611359","436834614.033985","464427037.891897","458258596.176468","486991774.956071","503169125.560692","499321981.791155","553664330.362977","573237789.029039","568581581.047767","591842655.74871","606368442.970436","633514508.664352","670864762.11807","694740029.721387","716325874.948658","740528296.994143","762833760.00554","764011163.094443","770748582.095361","787886528.575466","826492961.463449","855420204.387229","910167089.342316","960226281.225103","1015919407.87175","982902025.59507","1050427391.03551","1124482522.1103","1098037736.46997","1091937247.68316","1125167622.60419","1195557046.17282","1275249582.81362","1350595610.57783","1240786187.77939","1305822855.01047","1343336126.44617","1324430248.95208","1378176605.93705","1404959534.06856","1472715270.60632","1579264605.34593","1677527288.62681","1687449649.28965","1759427680.64674","1846057105.37491",
"Guinea-Bissau","GNB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","364481445.180846","350226694.4686","372553159.053133","376688099.704753","393862218.171244","424763010.601485","445760980.182824","413799606.000006","468115121.79241","477450013.103812","401284076.433676","474187473.99182","494103737.372387","477312672.177881","520792147.829076","542490915.676423","538184364.420038","553791711.028296","579266129.671084","614601363.705405","652092046.80786","685348741.343638","692887577.300966","707438216.422087","730076239.492262","762199594.088571","850614746.974498","905904705.52784","651345666.907221","658025460.380604","693736418.986232","708921662.737528","701937525.846443","705928112.110664","725421625.049847","756368829.244636","773836093.294513","799086020.321805","824685278.823106","852468719.346757","891775803.928319","963873913.396916","947365808.626892","978211132.396803","987646573.041633","1048229632.99726","1113878217.54975","1179810636.64351","1194956298.81312","1248729332.15829","1218759828.19627","1265072731.28409","1309350904.2529",
"Equatorial Guinea","GNQ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","132086051.080432","139706650.793095","142782538.519082","149927929.594607","151444273.193337","170988427.53501","167003445.866602","174412950.145934","179044071.252695","176843300.776216","173733398.0021","171957427.66521","231704586.221236","257269046.836747","300152801.154028","352638311.563989","587424889.605553","1468403404.81291","1817508712.8227","2283954429.52379","2699948863.63467","4411173089.94665","5269712387.48035","6005113942.10665","8286980786.33785","9674942387.46479","10420388726.9038","12012844403.0025","14151023688.3161","14341122354.8581","13061295371.523","13913404306.6367","15070007775.8485","14447134440.3089","14507099626.917","13185496881.4052","12023008462.2022","11341603435.066","10634279338.8945","10051326715.2282","9625001570.05729","9534008449.49946","9833929124.64435",
"Greece","GRC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","41914771900.3132","47449131818.6243","47622231251.791","53263021526.9891","58274899620.4631","64549946933.8335","68742144752.4872","72639470658.7383","77872213935.7845","86877097667.2429","94318336116.7917","101714003987.189","112048301071.386","121115674233.114","113317955505.08","120532692889.377","128791469699.11","132579229099.338","142187064851.808","146853758173.731","147848150225.85","145551002532.458","143902422818.307","142350258664.839","145212324832.108","148856511045.263","149627081061.957","146247209666.684","152518087763.465","158313775912.859","158313775912.859","163221502034.167","164364052890.136","161734227742.107","164968912718.564","168432797539.427","173253561149.881","181022595641.154","188073253821.134","193851986394.534","201450539792.111","209773694977.81","218002847793.364","230635091420.234","242307515416.657","243759281967.678","257537613577.613","265968743229.289","265077289564.136","253677021313.194","239780041723.274","215444010389.589","200176146628.861","195139720340.78","196067992081.695","195683527003.375","194730209118.466","196856953384.064","200141371166.33","203912718651.88","185552328472.832","201202601384.494","213101136341.436",
"Grenada","GRD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","294935712.544334","310689414.964554","328094495.50827","326339898.48377","331346564.408857","345012163.685879","357544988.863947","370303857.510828","392446947.514465","420680655.48709","458951762.786896","472567905.617984","490372992.076849","510049757.100415","517116730.160327","512715297.542475","502672150.4058","511185184.991459","522070746.474282","545241471.586559","572588028.202019","639887179.228114","684028916.017964","717463922.03278","702943169.422603","727105600.384471","795918681.218461","790765503.201134","895749020.659748","859960907.039514","912620191.349021","921267656.665568","860341634.562189","855944031.100456","862490064.656016","852529700.227814","872573509.102323","936638937.786048","997007407.407407","1034291535.85512","1080200382.60863","1127312678.42806","1134939081.03144","978809798.804488","1024691294.44286","1084123398.63759",
"Greenland","GRL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","713408679.090584","806585926.194685","856410945.369205","914698351.306805","966893362.514524","973141815.545244","1031133365.40749","1122103201.87228","1189616978.26597","1247439470.89123","1355667397.56681","1364686375.70355","1304371866.37113","1349466827.94721","1279569635.14266","1326355665.45748","1420491407.79755","1498843897.02842","1582833274.18595","1688242768.73688","1490388600.60209","1488697537.17155","1412599784.68281","1341575219.18555","1421055096.33528","1474041657.8202","1496589149.73974","1518572942.575","1636383554.24182","1658931028.70019","1776741622.90584","1799289097.36421","1781814809.89733","1860750020.64257","1989264262.2034","2088478653.58228","2204508155.64365","2256367842.79524","2395498478.22413","2416242353.08476","2458184093.33328","2445978732.61983","2480080405.68617","2447882000.59947","2563963886.18321","2499113085.48255","2616120413.29492","2617499846.05081","2633808582.68366","2708402718.54614","2713483920.21655","2748493574.3374","",
"Guatemala","GTM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7658203953.9459","7987393256.09072","8269867519.46106","9058899212.49102","9478597327.41962","9892031877.09461","10437290960.9032","10866490694.869","11819051078.3485","12378908774.4656","13085482478.0295","13816143700.9415","14829288650.5097","15835134733.1022","16844629307.4972","17173098032.9231","18441720400.6161","19881875044.6358","20875310670.926","21859259273.41","22681162648.1003","22827877701.6357","22022033299.7771","21455606465.404","21562175980.5337","21430789242.6127","21461445899.9421","22222035959.9737","23087003612.9366","23997229397.8216","24741758600.2768","25646873675.0163","26887756327.0466","27943673995.0707","29070849568.6326","30509434368.8016","31411836282.3237","32782677071.6206","34419689165.7789","35743836013.2142","37033784129.5252","37897624870.0919","39352623487.4664","40360199271.019","41626668759.0246","42990369635.9208","45290955325.2902","48161368665.894","49747574901.7709","49984820144.5551","51426470044.8962","53567820370.7454","55161306913.2601","57199417471.4099","59741346761.3617","62186064718.7424","63851284748.839","65817809494.3628","68060138938.4754","70794725855.0224","69526185112.429","75089954137.2623","78182161579.3105",
